position,rsr,splice,total_reads,transcript
830,1.6143212788259955,1.0,1076,ENST00000373312.4
801,2.7148734674513366,1.0,1422,ENST00000373312.4
679,2.58178033778425,1.0,2344,ENST00000373312.4
668,2.548806032677001,1.0,1663,ENST00000373312.4
666,2.2921017630645935,1.0,2852,ENST00000373312.4
633,1.7375569425441293,1.0,2067,ENST00000373312.4
564,1.248340386907824,1.0,2057,ENST00000373312.4
457,1.679144385026738,1.0,1119,ENST00000373312.4
455,2.0676539797565496,1.0,1639,ENST00000373312.4
304,1.4083447461440413,1.0,7915,ENST00000373312.4
299,1.5269570306784372,1.0,4330,ENST00000373312.4
298,1.5456946136071072,1.0,7334,ENST00000373312.4
294,1.0492414636693168,1.0,3408,ENST00000373312.4
292,1.4463490279723157,1.0,5914,ENST00000373312.4
291,2.5981515711645105,1.0,1292,ENST00000373312.4
289,1.4727241732015,1.0,2303,ENST00000373312.4
268,1.334079656515593,1.0,4778,ENST00000373312.4
267,1.6892769965964176,1.0,2185,ENST00000373312.4
258,0.9130843316889828,1.0,1190,ENST00000373312.4
257,1.48838864787472,1.0,3587,ENST00000373312.4
193,1.3397746891453517,1.0,7905,ENST00000373156.5
192,1.4095852604251995,1.0,5040,ENST00000373156.5
181,1.067981684773282,1.0,2898,ENST00000373156.5
178,1.9074965924579736,1.0,1009,ENST00000373156.5
174,0.5777307825785181,1.0,4965,ENST00000373156.5
173,0.5777307825785181,1.0,4965,ENST00000373156.5
172,0.5777307825785181,1.0,4965,ENST00000373156.5
147,1.906265356265356,1.0,1930,ENST00000373156.5
145,1.9844557958423177,1.0,2582,ENST00000373156.5
698,1.5406013257575757,1.0,1035,ENST00000335791.10
697,1.734615384615385,1.0,1355,ENST00000335791.10
696,1.734615384615385,1.0,1355,ENST00000335791.10
695,2.8251879699248126,1.0,1002,ENST00000335791.10
948,0.7673983719361871,1.0,1001,ENST00000338961.11
635,2.9044894913567965,1.0,1336,ENST00000338961.11
633,2.9044894913567965,1.0,1336,ENST00000338961.11
517,2.913235294117648,1.0,1561,ENST00000338961.11
516,2.913235294117648,1.0,1561,ENST00000338961.11
515,2.913235294117648,1.0,1561,ENST00000338961.11
2242,0.640342106564481,1.0,1087,ENST00000372938.10
869,1.8483614163517443,1.0,1010,ENST00000372938.10
4031,3.691482226693495,1.0,1011,ENST00000611957.5
4030,3.691482226693495,1.0,1011,ENST00000611957.5
1776,0.5973831775700934,1.0,1285,ENST00000611957.5
1771,2.113618550028434,1.0,2072,ENST00000611957.5
1766,2.1297489823609226,1.0,2369,ENST00000611957.5
1765,2.0868719762027776,1.0,3334,ENST00000611957.5
1081,0.5963068824732902,1.0,1379,ENST00000611957.5
1752,5.24383912742062,1.0,2008,ENST00000372715.7
1751,6.517824074074074,1.0,1299,ENST00000372715.7
1600,1.7650106837606838,1.0,1411,ENST00000372715.7
1531,0.6422712337186488,1.0,1760,ENST00000372715.7
1518,0.5882798304058147,1.0,1558,ENST00000372715.7
1517,0.4795476242931629,1.0,1185,ENST00000372715.7
1309,1.1487573153948092,1.0,1773,ENST00000372715.7
1277,0.9446022727272728,1.0,1235,ENST00000372715.7
1275,1.4624796789958467,1.0,1633,ENST00000372715.7
1134,3.003916838320484,1.0,1154,ENST00000372715.7
454,0.5870535714285714,1.0,1028,ENST00000372715.7
447,1.858928571428572,1.0,1172,ENST00000372715.7
1374,2.43559510567297,1.0,1077,ENST00000318080.7
1373,2.43559510567297,1.0,1077,ENST00000318080.7
1372,2.0391947748759884,1.0,1311,ENST00000318080.7
305,2.638655462184874,0.0,1088,ENST00000372491.4
304,2.638655462184874,0.0,1088,ENST00000372491.4
1334,1.9868659420289856,1.0,1230,ENST00000351698.5
1332,1.5546988667202164,1.0,1618,ENST00000351698.5
968,1.3393885772192295,1.0,1282,ENST00000351698.5
690,0.37839547279331776,1.0,1040,ENST00000351698.5
615,2.9690721649484533,1.0,1156,ENST00000351698.5
614,3.03827421589388,1.0,1759,ENST00000351698.5
530,2.2824748990327697,1.0,1138,ENST00000372447.7
466,2.651662404092072,1.0,1226,ENST00000372447.7
464,2.651662404092072,1.0,1226,ENST00000372447.7
2636,3.3965995836224843,1.0,1024,ENST00000334270.3
2635,3.3965995836224843,1.0,1024,ENST00000334270.3
1252,0.4993427778589163,1.0,1288,ENST00000334270.3
1251,2.248563828598252,1.0,2454,ENST00000334270.3
1250,1.7571288743882545,1.0,1427,ENST00000334270.3
1249,2.2699549070042626,1.0,4550,ENST00000334270.3
1248,2.2935435435435436,1.0,3210,ENST00000334270.3
1247,2.2935435435435436,1.0,3210,ENST00000334270.3
1216,0.5145352804694964,1.0,1009,ENST00000334270.3
1983,1.6660558041588462,1.0,3179,ENST00000372159.8
1982,1.7774512377194809,1.0,4569,ENST00000372159.8
1979,3.2740157480314966,1.0,1122,ENST00000372159.8
1960,1.6732710280373833,1.0,1279,ENST00000372159.8
1947,1.333438342946324,1.0,1319,ENST00000372159.8
908,1.013720358474106,1.0,1046,ENST00000371974.8
906,1.013720358474106,1.0,1046,ENST00000371974.8
745,1.2157819225661262,1.0,1131,ENST00000371974.8
2776,6.390253536371003,1.0,13360,ENST00000371989.8
2772,28.55684820270372,1.0,15462,ENST00000371989.8
2771,28.55684820270371,1.0,15462,ENST00000371989.8
2770,16.79176755447942,1.0,4955,ENST00000371989.8
2765,1.5916244331821816,1.0,1405,ENST00000371989.8
2763,1.8675382782112104,1.0,3339,ENST00000371989.8
2762,2.6014644121462656,1.0,3816,ENST00000371989.8
2761,2.25896554964324,1.0,7155,ENST00000371989.8
2760,3.714781136337957,1.0,8838,ENST00000371989.8
2758,4.727356603164238,1.0,6256,ENST00000371989.8
2739,1.095932690681549,1.0,1704,ENST00000371989.8
2738,1.4065893083098608,1.0,2613,ENST00000371989.8
2616,0.6163316341252284,1.0,1272,ENST00000371989.8
2354,1.8352248844052117,1.0,1827,ENST00000371989.8
2319,1.4713225549960245,1.0,2059,ENST00000371989.8
2318,1.4767487684729064,1.0,2026,ENST00000371989.8
2287,3.204752604166667,1.0,1469,ENST00000371989.8
2029,0.7328850855745721,1.0,2860,ENST00000371989.8
1895,2.199760109772804,1.0,1781,ENST00000371989.8
1890,6.5375647668393775,1.0,1105,ENST00000371989.8
1887,2.660377358490566,1.0,1074,ENST00000371989.8
1379,1.8123936816524908,1.0,1838,ENST00000371989.8
1267,0.6675471698113207,1.0,1822,ENST00000371989.8
1252,2.1555285540704743,1.0,1708,ENST00000371989.8
1243,1.4865853658536583,1.0,2037,ENST00000371989.8
1192,1.4884639668128656,1.0,2035,ENST00000371989.8
1165,1.8214988381725352,1.0,2865,ENST00000371989.8
981,2.4827777777777778,1.0,1590,ENST00000371989.8
974,1.4996065573770492,1.0,2450,ENST00000371989.8
930,1.7406365014072314,1.0,1398,ENST00000371989.8
910,1.4046922548345933,1.0,1987,ENST00000371989.8
745,1.8966763005780347,1.0,1738,ENST00000371989.8
690,0.7233146067415731,1.0,2575,ENST00000371989.8
686,1.5319655439763566,1.0,3941,ENST00000371989.8
636,0.6739966254529361,1.0,2164,ENST00000371989.8
613,1.9985565193829165,1.0,4038,ENST00000371989.8
561,2.875595152214688,1.0,2581,ENST00000371989.8
552,1.219659350666604,1.0,3498,ENST00000371989.8
531,1.846681439274032,1.0,1646,ENST00000371989.8
507,1.0959680424141018,1.0,3477,ENST00000371989.8
501,0.5553268765133171,1.0,1392,ENST00000371989.8
488,0.6006683375104428,1.0,1221,ENST00000371989.8
309,0.5061312450676865,1.0,1301,ENST00000371989.8
250,1.8710045662100447,1.0,2513,ENST00000371989.8
249,1.8710045662100447,1.0,2513,ENST00000371989.8
191,1.6431797651309843,1.0,1321,ENST00000371989.8
109,2.6345776031434185,1.0,1103,ENST00000371989.8
107,2.6345776031434185,1.0,1103,ENST00000371989.8
1362,1.4010790679353222,1.0,1750,ENST00000371756.4
1360,1.7082374552890764,1.0,2562,ENST00000371756.4
1359,2.009590418923516,1.0,2257,ENST00000371756.4
1266,0.6809801020743094,1.0,1004,ENST00000371756.4
516,1.253734386238064,1.0,1210,ENST00000371756.4
380,2.0300439067444707,1.0,1176,ENST00000371756.4
3272,1.8088,1.0,1144,ENST00000358701.10
2187,2.00377358490566,1.0,1024,ENST00000358701.10
2168,1.3282826906491192,1.0,1302,ENST00000358701.10
1632,0.8551645163288603,1.0,1224,ENST00000358701.10
910,2.936222732860684,1.0,1247,ENST00000358701.10
659,0.9556213017751479,1.0,1048,ENST00000358701.10
658,0.9556213017751479,1.0,1048,ENST00000358701.10
648,4.8019351922067335,1.0,1106,ENST00000358701.10
1424,2.982499906120182,1.0,2365,ENST00000298537.11
1422,3.4799160671462825,1.0,1447,ENST00000298537.11
1386,2.7284467158496124,1.0,1019,ENST00000298537.11
396,2.180504964822114,1.0,1895,ENST00000298537.11
395,2.180504964822114,1.0,1895,ENST00000298537.11
372,4.510050251256281,1.0,1114,ENST00000298537.11
371,4.510050251256281,1.0,1114,ENST00000298537.11
659,1.5101587770723548,1.0,5996,ENST00000416970.5
625,1.4580912575202607,1.0,2185,ENST00000416970.5
624,2.6101101101101096,1.0,1038,ENST00000416970.5
609,0.6035870708850228,1.0,1596,ENST00000416970.5
584,2.318995361063508,1.0,1847,ENST00000416970.5
583,2.142070484581498,1.0,1230,ENST00000416970.5
356,0.5907126733311835,1.0,2162,ENST00000416970.5
355,0.5772025318346837,1.0,3088,ENST00000416970.5
353,0.5013418040418424,1.0,2768,ENST00000416970.5
351,0.49235693253104607,1.0,2500,ENST00000416970.5
350,0.4522534187571261,1.0,2102,ENST00000416970.5
210,10.372982637789061,1.0,1212,ENST00000416970.5
208,4.1844744730329415,1.0,1488,ENST00000416970.5
160,16.63264794785532,1.0,1302,ENST00000416970.5
512,1.6917277486910995,1.0,2107,ENST00000224073.6
493,2.0462030220844643,1.0,2869,ENST00000224073.6
492,2.0462030220844643,1.0,2869,ENST00000224073.6
377,1.6864864864864868,1.0,1596,ENST00000371648.4
302,1.6798225238090791,1.0,4697,ENST00000371648.4
266,0.63923796119433,1.0,1626,ENST00000371648.4
212,1.4396769494588164,1.0,6807,ENST00000371648.4
209,1.2254654098725601,1.0,15127,ENST00000371648.4
206,1.408984574298298,1.0,9831,ENST00000371648.4
204,1.408984574298298,1.0,9831,ENST00000371648.4
192,1.2984311535892972,1.0,4161,ENST00000371648.4
159,1.6957060539576143,1.0,5017,ENST00000371648.4
158,1.6957060539576143,1.0,5017,ENST00000371648.4
152,1.4493668771507802,1.0,2127,ENST00000371648.4
119,1.6548563764390296,1.0,2511,ENST00000371648.4
104,0.5225091439100183,1.0,1661,ENST00000371648.4
95,1.4846308610742618,1.0,6504,ENST00000371648.4
76,1.7018177597170094,1.0,3787,ENST00000371648.4
58,1.6402777777777775,1.0,1883,ENST00000371648.4
50,1.7247823513286495,1.0,5736,ENST00000371648.4
49,1.8480910763569456,1.0,2546,ENST00000371648.4
48,1.6263672999424297,1.0,3190,ENST00000371648.4
43,1.8412745681953544,1.0,1123,ENST00000224073.6
39,0.6337890085082869,1.0,2322,ENST00000224073.6
33,6.1273209549071606,1.0,1005,ENST00000224073.6
13,2.6891668721323843,1.0,1402,ENST00000224073.6
9,0.7516184230630593,1.0,1649,ENST00000224073.6
1210,2.6612103174603177,1.0,1227,ENST00000325285.8
1209,2.4389760353669208,1.0,2156,ENST00000325285.8
831,3.770556392338373,1.0,1148,ENST00000325285.8
830,3.770556392338373,1.0,1148,ENST00000325285.8
608,3.5696023470565,1.0,1051,ENST00000325285.8
484,1.8479843225083992,1.0,2872,ENST00000325285.8
483,1.8650913482182196,1.0,6717,ENST00000325285.8
482,1.7496606314898715,1.0,3243,ENST00000325285.8
480,1.6822930913905838,1.0,3044,ENST00000325285.8
472,0.5314797794117647,1.0,1963,ENST00000325285.8
471,0.9552709014473566,1.0,2784,ENST00000325285.8
462,0.4109879628899887,1.0,1017,ENST00000325285.8
998,1.849745328672393,1.0,1645,ENST00000371579.7
754,2.508639136171686,1.0,1269,ENST00000371579.7
700,3.36483390607102,1.0,1330,ENST00000371579.7
698,3.36483390607102,1.0,1330,ENST00000371579.7
656,2.130865319100613,1.0,1416,ENST00000371579.7
654,2.130865319100613,1.0,1416,ENST00000371579.7
350,1.7165006495972637,1.0,1034,ENST00000371579.7
321,1.4554865671727977,1.0,1091,ENST00000371579.7
236,1.5936047594651928,1.0,1018,ENST00000371579.7
169,1.4084603353497371,1.0,1107,ENST00000371579.7
152,1.3471575003618987,1.0,1102,ENST00000371579.7
685,1.6525630165535172,0.0,1269,ENST00000343666.6
581,0.9306130718900596,0.0,1149,ENST00000343666.6
1225,18.385727819002174,1.0,3295,ENST00000298585.3
1224,18.385727819002174,1.0,3295,ENST00000298585.3
877,1.0912264641599358,1.0,1540,ENST00000298585.3
378,1.751942501942502,1.0,1088,ENST00000360803.9
652,1.0572082821743929,1.0,1271,ENST00000360803.9
848,2.1393124401046584,1.0,1304,ENST00000360803.9
928,0.8789773115588998,1.0,2793,ENST00000360803.9
970,2.7150793650793648,1.0,1040,ENST00000360803.9
1315,0.5728351272015655,1.0,1639,ENST00000360803.9
1343,1.6485424850113706,1.0,1575,ENST00000360803.9
1599,1.8327134024307277,1.0,3934,ENST00000360803.9
1601,1.9954988747186797,1.0,2626,ENST00000360803.9
1607,1.8516129032258064,1.0,2158,ENST00000360803.9
1609,1.8516129032258064,1.0,2158,ENST00000360803.9
1613,1.5859114707282245,1.0,1285,ENST00000360803.9
1620,1.573399949615728,1.0,5301,ENST00000360803.9
1626,2.858552631578948,1.0,1608,ENST00000360803.9
1629,1.65570419918246,1.0,1764,ENST00000360803.9
1699,2.461791831357049,1.0,1211,ENST00000360803.9
1701,1.8487011829109865,1.0,1741,ENST00000360803.9
1874,5.457755277035626,1.0,2270,ENST00000360803.9
1887,1.9256926952141056,1.0,1904,ENST00000360803.9
1889,1.9256926952141056,1.0,1904,ENST00000360803.9
1949,0.5590928602088997,1.0,1001,ENST00000360803.9
2010,0.4877802973041068,1.0,1291,ENST00000360803.9
2022,2.9066353493834414,1.0,1072,ENST00000360803.9
202,1.4934326908171116,1.0,1509,ENST00000381125.9
260,0.4211456202343313,1.0,1211,ENST00000381125.9
262,0.9962682810231868,1.0,2063,ENST00000381125.9
318,2.325340989790712,1.0,1271,ENST00000381125.9
379,3.8496108719367785,1.0,1406,ENST00000381125.9
471,4.342781646313028,1.0,1030,ENST00000381125.9
528,1.7718681318681313,1.0,1608,ENST00000381125.9
529,1.7718681318681313,1.0,1608,ENST00000381125.9
571,1.388632162588146,1.0,1551,ENST00000381125.9
691,1.4893135799632669,1.0,1093,ENST00000381125.9
779,1.7271540469973894,1.0,1018,ENST00000381125.9
796,1.5363984674329498,1.0,1293,ENST00000381125.9
809,1.8994805559455288,1.0,1032,ENST00000381125.9
835,2.4014184816274406,1.0,6500,ENST00000381125.9
836,2.5146150929086084,1.0,4944,ENST00000381125.9
837,2.5146150929086084,1.0,4944,ENST00000381125.9
866,2.3931086182431534,1.0,2424,ENST00000381125.9
1177,1.6929185108044782,1.0,1264,ENST00000381125.9
1353,0.9776519303373522,1.0,1557,ENST00000381125.9
1354,0.9776519303373522,1.0,1557,ENST00000381125.9
1375,1.941810585533552,1.0,1867,ENST00000381125.9
1387,1.5209699211260768,1.0,2050,ENST00000381125.9
1423,1.1182847003742526,1.0,2369,ENST00000381125.9
1425,0.947198460375318,1.0,3283,ENST00000381125.9
1426,2.0386908109324042,1.0,1157,ENST00000381125.9
1439,1.6166089965397925,1.0,1306,ENST00000381125.9
1453,0.4904914042294233,1.0,1430,ENST00000381125.9
1471,1.4358654375715372,1.0,9041,ENST00000381125.9
1472,1.524242079081488,1.0,14087,ENST00000381125.9
1474,1.4536203627686224,1.0,11883,ENST00000381125.9
1516,2.199637796953233,1.0,1157,ENST00000381125.9
1597,4.561514195583597,1.0,1355,ENST00000381125.9
1599,4.561514195583597,1.0,1355,ENST00000381125.9
1614,2.2279134405400036,1.0,1160,ENST00000381125.9
1615,1.6121807179772203,1.0,1826,ENST00000381125.9
1855,1.715212134767936,1.0,1774,ENST00000381125.9
1918,1.0091802473307914,1.0,3905,ENST00000381125.9
1919,1.0091802473307914,1.0,3905,ENST00000381125.9
2090,0.6021185038066865,1.0,1117,ENST00000381125.9
2091,0.37937219730941707,1.0,1008,ENST00000381125.9
2173,0.5940318984736752,1.0,1346,ENST00000381125.9
2174,0.8921820081694691,1.0,3064,ENST00000381125.9
2176,0.8921820081694691,1.0,3064,ENST00000381125.9
2319,2.263693131132917,1.0,1381,ENST00000381125.9
2418,2.2212982832618025,1.0,1101,ENST00000381125.9
2467,1.6038492381716118,1.0,1906,ENST00000381125.9
161,0.9926924191611808,1.0,1103,ENST00000477661.1
162,0.7753167197872517,1.0,2108,ENST00000477661.1
163,0.6387555590585654,1.0,2519,ENST00000477661.1
144,0.4000748806719643,1.0,1128,ENST00000380872.9
145,0.6376149329788411,1.0,1707,ENST00000380872.9
347,1.7317487266553482,1.0,1009,ENST00000380872.9
763,1.5399332810047095,1.0,1120,ENST00000380872.9
764,4.116114534734058,1.0,2034,ENST00000380872.9
765,1.5399332810047095,1.0,1120,ENST00000380872.9
791,1.4285407748507657,1.0,1347,ENST00000380872.9
1097,2.489364371968444,1.0,1097,ENST00000380872.9
1100,0.3270440251572327,1.0,1202,ENST00000380872.9
40,0.4649202001105596,1.0,2030,ENST00000380554.5
156,1.2241720681673542,1.0,2595,ENST00000380554.5
233,1.0885027885027885,1.0,1496,ENST00000380554.5
234,0.38996138996139007,1.0,1122,ENST00000380554.5
904,2.124122191011236,1.0,1691,ENST00000380554.5
906,2.124122191011236,1.0,1691,ENST00000380554.5
909,1.7357954545454546,1.0,1057,ENST00000380554.5
1101,0.6045254981425194,1.0,1523,ENST00000380554.5
878,2.1655106888361044,1.0,1233,ENST00000328090.9
879,2.1655106888361044,1.0,1233,ENST00000328090.9
948,2.582368655387356,1.0,2571,ENST00000328090.9
949,2.991419759753273,1.0,3977,ENST00000328090.9
951,2.6484232963450567,1.0,2716,ENST00000328090.9
3931,1.0351212063370874,1.0,1039,ENST00000328090.9
3932,1.0351212063370874,1.0,1039,ENST00000328090.9
7106,3.146756713131164,1.0,1008,ENST00000328090.9
784,2.1093366117525485,1.0,1048,ENST00000446108.5
921,2.5635562377805177,1.0,1313,ENST00000446108.5
938,1.3292637661381794,1.0,1171,ENST00000446108.5
1062,1.4242557386887285,1.0,1258,ENST00000446108.5
1407,8.35757779290491,1.0,2427,ENST00000446108.5
1408,9.01745429056133,1.0,2204,ENST00000446108.5
1599,11.130485164003751,1.0,2305,ENST00000446108.5
1714,0.3839692928376859,1.0,1190,ENST00000446108.5
1788,3.2012595690955536,1.0,1172,ENST00000446108.5
11,0.661034388007588,1.0,1784,ENST00000356708.12
70,1.7841502097615882,1.0,1483,ENST00000356708.12
90,1.7775537634408602,1.0,1707,ENST00000356708.12
93,1.4292866679382032,1.0,1946,ENST00000356708.12
136,1.4891200382592062,1.0,1405,ENST00000356708.12
172,1.51357200829651,1.0,1900,ENST00000356708.12
176,1.4767990788716183,1.0,2129,ENST00000356708.12
262,1.1311682067285924,1.0,7740,ENST00000356708.12
263,1.0980503606380156,1.0,9235,ENST00000356708.12
324,1.5751612728356914,1.0,2042,ENST00000356708.12
390,1.9352232667450056,1.0,1440,ENST00000356708.12
437,1.736941247428106,1.0,6739,ENST00000356708.12
502,2.2931386146691684,1.0,1760,ENST00000356708.12
614,1.565929565929566,1.0,1680,ENST00000356708.12
683,1.558857142857143,1.0,1958,ENST00000356708.12
772,1.5478941255577967,1.0,1947,ENST00000356708.12
890,1.6716417910447758,1.0,2112,ENST00000356708.12
29,1.4649872448979595,1.0,1523,ENST00000281141.9
30,2.404395604300438,1.0,3041,ENST00000281141.9
31,2.404395604300438,1.0,3041,ENST00000281141.9
61,0.5409739982949702,1.0,1595,ENST00000281141.9
62,0.5409739982949702,1.0,1595,ENST00000281141.9
166,0.5467531162263503,1.0,1858,ENST00000281141.9
177,2.2538699690402475,1.0,1213,ENST00000281141.9
206,1.168358900783578,1.0,1214,ENST00000281141.9
207,1.168358900783578,1.0,1214,ENST00000281141.9
411,1.6620560747663546,1.0,1274,ENST00000281141.9
572,2.169407894736842,1.0,2197,ENST00000281141.9
573,2.169407894736842,1.0,2197,ENST00000281141.9
963,1.9835798173118744,1.0,1111,ENST00000281141.9
1170,2.1339572413757906,1.0,1159,ENST00000281141.9
1218,1.8521560574948663,1.0,1101,ENST00000281141.9
518,2.181526313506009,1.0,1400,ENST00000378572.8
519,1.6803408637025596,1.0,3171,ENST00000378572.8
521,2.311248073959938,1.0,1487,ENST00000378572.8
1268,3.420975411716153,1.0,1458,ENST00000378372.8
1309,2.5957612972938104,1.0,2000,ENST00000378372.8
1317,3.2629139960311138,1.0,1805,ENST00000378372.8
1320,2.200284479457301,1.0,1762,ENST00000378372.8
1327,2.2616291887125217,1.0,2421,ENST00000378372.8
1328,2.2616291887125217,1.0,2421,ENST00000378372.8
1068,1.8325275680373727,1.0,1934,ENST00000378000.5
1069,1.8325275680373727,1.0,1934,ENST00000378000.5
291,0.5270962583349464,1.0,1430,ENST00000544301.7
292,1.6275473761325978,1.0,1802,ENST00000544301.7
467,1.7026949889649,1.0,2436,ENST00000544301.7
588,0.6235521235521235,1.0,1428,ENST00000544301.7
683,1.6638240574506284,1.0,1566,ENST00000544301.7
690,2.4791666666666665,1.0,1663,ENST00000544301.7
705,2.2537539814955254,1.0,1835,ENST00000544301.7
707,1.5148181635523408,1.0,1041,ENST00000544301.7
714,1.5174386194527254,1.0,2011,ENST00000544301.7
717,1.8006102955062766,1.0,3124,ENST00000544301.7
719,1.633747943974737,1.0,5468,ENST00000544301.7
734,0.5345911949685535,1.0,1598,ENST00000544301.7
776,1.4665607120152573,1.0,2565,ENST00000544301.7
922,1.0601618810964184,1.0,3130,ENST00000544301.7
929,1.6948730711796909,1.0,1917,ENST00000544301.7
930,1.747277009125699,1.0,2107,ENST00000544301.7
1016,1.6153019447287615,1.0,2144,ENST00000544301.7
1040,2.0640582838640045,1.0,2430,ENST00000544301.7
1042,1.0469830126722357,1.0,6609,ENST00000544301.7
363,0.7819720921155346,1.0,3393,ENST00000495528.1
420,1.3794607454401269,1.0,3071,ENST00000495528.1
564,1.4836374063586508,1.0,2803,ENST00000495528.1
598,2.2187078109932497,1.0,2656,ENST00000495528.1
650,2.7906737967914435,1.0,2141,ENST00000495528.1
690,1.4658052891079492,1.0,5390,ENST00000495528.1
86,2.3756999907347347,1.0,1004,ENST00000496174.5
122,0.4012385086823289,1.0,1548,ENST00000496174.5
126,1.3496894409937892,1.0,1792,ENST00000496174.5
169,0.8192112076396102,1.0,1259,ENST00000477034.2
241,2.2226333641689795,1.0,1057,ENST00000477034.2
242,0.6219630709426628,1.0,1035,ENST00000477034.2
247,2.318036475481714,1.0,2451,ENST00000477034.2
255,1.5436590436590438,1.0,1334,ENST00000477034.2
256,1.1713529519666677,1.0,3017,ENST00000477034.2
258,1.1713529519666677,1.0,3017,ENST00000477034.2
261,1.52890086852351,1.0,1761,ENST00000477034.2
264,1.5929719626168224,1.0,3974,ENST00000477034.2
265,1.5580817659514072,1.0,5920,ENST00000477034.2
274,1.8945964684301613,1.0,7637,ENST00000477034.2
275,1.9078904343889125,1.0,5102,ENST00000477034.2
1447,0.9317673378076062,1.0,1040,ENST00000477034.2
1448,0.9317673378076062,1.0,1040,ENST00000477034.2
1050,2.8382024208173995,1.0,1384,ENST00000356940.11
1659,1.0206919945725916,1.0,1738,ENST00000356940.11
1661,1.0206919945725916,1.0,1738,ENST00000356940.11
641,1.4652003785227332,1.0,1529,ENST00000375664.8
836,2.344533333333333,1.0,1001,ENST00000375664.8
1103,2.374486266424151,1.0,1024,ENST00000375664.8
1553,1.6249891589247067,1.0,1233,ENST00000375664.8
1694,2.630065924565006,1.0,1161,ENST00000375664.8
1710,1.4136468136700149,1.0,2409,ENST00000375664.8
1730,1.9461743772241995,1.0,1435,ENST00000375664.8
1765,1.6580867242087958,1.0,1903,ENST00000375664.8
1769,1.993552504777348,1.0,6267,ENST00000375664.8
1770,2.3931398416886545,1.0,6658,ENST00000375664.8
1772,1.9046323103647944,1.0,7337,ENST00000375664.8
1773,1.5826038434761514,1.0,6310,ENST00000375664.8
2127,1.642254584788622,1.0,1623,ENST00000375664.8
2915,2.4976395730265635,1.0,1188,ENST00000375664.8
3118,1.699189882504315,1.0,2458,ENST00000375664.8
3198,2.980272108843537,1.0,1162,ENST00000375664.8
3254,2.1860674111983207,1.0,1698,ENST00000375664.8
3292,6.43347050754458,1.0,1397,ENST00000375664.8
3293,6.072687202946656,1.0,3038,ENST00000375664.8
3362,0.5108225108225108,1.0,1008,ENST00000375664.8
6,0.9258542343173821,1.0,1761,ENST00000473940.5
11,4.7106579311293135,1.0,1423,ENST00000473940.5
324,2.314188681474388,1.0,1711,ENST00000473940.5
643,2.922201138519924,1.0,1225,ENST00000473940.5
645,2.922201138519924,1.0,1225,ENST00000473940.5
726,1.8606542562804984,1.0,1211,ENST00000473940.5
768,2.469444444444445,1.0,1300,ENST00000473940.5
4004,5.753826428060429,1.0,2449,ENST00000432900.7
4005,5.526627364007361,1.0,2658,ENST00000432900.7
669,0.4316979736291637,0.0,1333,ENST00000457262.1
260,0.991109371505256,1.0,1233,ENST00000374518.6
262,2.0316337754091927,1.0,2026,ENST00000374518.6
2607,0.6307847136185769,1.0,1065,ENST00000374518.6
2896,0.40646976090014064,1.0,1818,ENST00000374518.6
2897,0.40646976090014064,1.0,1818,ENST00000374518.6
3112,0.8187890477602962,1.0,1015,ENST00000374466.4
223,3.2567726737338045,1.0,1196,ENST00000580018.4
224,2.978689271661608,1.0,1831,ENST00000580018.4
336,1.9158485273492285,1.0,1115,ENST00000580018.4
734,1.6684474397961695,1.0,1252,ENST00000580018.4
1011,1.519834850593138,1.0,2355,ENST00000580018.4
1022,0.619445372535917,1.0,1230,ENST00000580018.4
319,0.7024367501581111,1.0,1009,ENST00000282633.10
543,0.5517867271695973,1.0,1016,ENST00000373970.4
544,0.5088291412312769,1.0,1416,ENST00000373970.4
679,2.060544464609801,1.0,1436,ENST00000373970.4
683,1.8524687785941396,1.0,2753,ENST00000373970.4
687,1.9403669724770645,1.0,1248,ENST00000373970.4
828,0.5337482384137603,1.0,2705,ENST00000373970.4
846,0.4913200723327306,1.0,1099,ENST00000373970.4
848,1.94834928748733,1.0,3413,ENST00000373970.4
1159,1.6322501028383385,1.0,1327,ENST00000373970.4
172,1.986915334517466,1.0,1468,ENST00000489785.5
188,1.0600416698168127,1.0,3157,ENST00000489785.5
393,1.6711437274993075,1.0,2124,ENST00000489785.5
401,2.6306180861762205,1.0,2220,ENST00000489785.5
844,2.1698768178433574,1.0,1150,ENST00000487519.6
519,2.333991228070176,1.0,1492,ENST00000373886.8
520,3.23598433719784,1.0,1999,ENST00000373886.8
64,0.5960459645313066,1.0,1462,ENST00000448257.6
65,0.5833110218652386,1.0,1313,ENST00000448257.6
299,0.6515774336449388,1.0,5577,ENST00000448257.6
461,0.6434614379084967,1.0,2786,ENST00000448257.6
526,1.6262905162064825,1.0,2009,ENST00000448257.6
791,2.0830819215595264,1.0,2203,ENST00000448257.6
900,0.6757701792484082,1.0,3179,ENST00000448257.6
927,2.0233889602053914,1.0,2510,ENST00000448257.6
971,2.110163158550255,1.0,2121,ENST00000448257.6
974,1.6375380496241363,1.0,5131,ENST00000448257.6
1036,1.4997404964994276,1.0,10056,ENST00000448257.6
1271,1.8001167201634083,1.0,1042,ENST00000448257.6
1537,5.561375899280577,1.0,1407,ENST00000448257.6
1658,1.9088743125254284,1.0,8574,ENST00000448257.6
1659,1.4330749240998817,1.0,18690,ENST00000448257.6
2016,0.8762491933246991,0.0,1012,ENST00000373783.3
