chromosome,position,rsr,t_read,c_read,total_reads,strand
chr22,24133981,2.866635759542574,1049,718,1767,+
chr22,24133983,2.9815841584158416,716,504,1220,+
chr22,24134031,0.5823970037453183,621,444,1065,+
chr22,24143192,2.0043638661585534,730,484,1214,+
chr22,24145491,0.7259802329358266,1271,936,2207,+
chr22,24145492,0.7259802329358266,1271,936,2207,+
chr22,24145495,0.5668811002661934,806,551,1357,+
chr22,24145504,1.5967741935483872,908,605,1513,+
chr22,24145513,1.9634790020653707,867,648,1515,+
chr22,24145561,1.9968433080396453,909,649,1558,+
chr22,24158984,1.1262458936718602,1457,955,2412,+
chr22,24167430,2.407013902165897,1376,892,2268,+
chr22,24167431,2.407013902165897,1376,892,2268,+
chr22,24167432,2.407013902165897,1376,892,2268,+
chr22,24167531,3.382392502064098,1374,932,2306,+
chr22,24167565,10.386392136405945,842,841,1683,+
chr22,24167566,12.467724867724868,547,629,1176,+
chr22,24175809,3.2754285258295126,811,524,1335,+
chr22,24176499,21.212838416304162,797,740,1537,+
chr22,24176500,19.41101425402512,899,846,1745,+
chr22,24236561,1.3885409477093598,900,545,1445,+
chr22,24236563,1.8275670741773737,1041,598,1639,+
chr22,24236569,0.5204795766148823,1677,958,2635,+
chr22,24236572,2.7793427230046945,1627,780,2407,+
chr22,24236574,2.7474094871249806,1989,995,2984,+
chr22,24236580,0.8925887901015305,10695,7604,18299,+
chr22,24236581,0.8960001400708582,17252,12577,29829,+
chr22,24236582,0.8960001400708582,17252,12577,29829,+
chr22,24236591,1.2868347742860664,10236,6769,17005,+
chr22,24236595,0.7544085322908812,7385,5412,12797,+
chr22,24236677,1.4398012592951763,18255,13177,31432,+
chr22,24236957,1.0958460782546338,10127,6561,16688,+
chr22,24236958,1.119404131723468,3732,2923,6655,+
chr22,24236959,1.1773155661609978,5778,3195,8973,+
chr22,24237007,1.5945408710783222,9465,7963,17428,+
chr22,24237009,1.4553466016609942,21916,15273,37189,+
chr22,24237049,1.3460291984320505,4360,2326,6686,+
chr22,24237064,1.2488292135223655,3902,2070,5972,+
chr22,24237231,1.3343811797099614,11753,8464,20217,+
chr22,24237236,1.3896771089490003,3560,2984,6544,+
chr22,24237239,1.2372986174814729,10014,7040,17054,+
chr22,24237357,1.6937351430105054,2007,1655,3662,+
chr22,24717419,2.258516650827144,1058,602,1660,+
chr22,24717425,2.861681329423265,1170,725,1895,+
chr22,24717427,2.861681329423265,1170,725,1895,+
chr22,24718112,1.9868131868131869,677,324,1001,+
chr22,24718114,2.2817534296835427,1948,1122,3070,+
chr22,24718116,2.3240318881117226,1662,1027,2689,+
chr22,24718117,2.635974551764025,632,454,1086,+
chr22,24951952,0.8736519068670764,1092,689,1781,+
chr22,24951992,1.9328440875103852,845,627,1472,+
chr22,24951999,1.4290766607314582,1452,1102,2554,+
chr22,24952019,1.539681790283745,1051,717,1768,+
chr22,24952020,1.527159209157128,1222,960,2182,+
chr22,24952023,2.367731575388776,1292,1043,2335,+
chr22,24964024,2.216365001251147,1021,630,1651,+
chr22,24964037,1.7804654362031411,1001,792,1793,+
chr22,24964056,2.3015873015873014,695,566,1261,+
chr22,24964117,1.4388061717141023,1521,1096,2617,+
chr22,24964127,1.9047844944429384,2081,1580,3661,+
chr22,24967992,1.3918677390527254,2224,1491,3715,+
chr22,29664321,0.4108623548922056,990,683,1673,+
chr22,29664322,0.4108623548922056,990,683,1673,+
chr22,29674101,3.761183968143999,757,445,1202,+
chr22,29678437,2.5528643502486923,763,490,1253,+
chr22,29678496,4.5415956196331395,744,585,1329,+
chr22,29678538,2.2058823529411766,647,458,1105,+
chr22,29682912,2.1368684077218254,907,757,1664,+
chr22,29683062,2.699453551912568,759,487,1246,+
chr22,29684752,14.451618585957911,2139,924,3063,+
chr22,29684753,13.81007761078043,2500,1240,3740,+
chr22,29684754,13.81007761078043,2500,1240,3740,+
chr22,29684755,23.549112426035503,1004,844,1848,+
chr22,29684757,30.468801420078343,1263,1145,2408,+
chr22,29684760,2.907864770643584,735,744,1479,+
chr22,29684769,3.723064281772743,595,846,1441,+
chr22,29687575,0.4329846419056574,960,708,1668,+
chr22,29687576,0.4329846419056574,960,708,1668,+
chr22,29688492,0.675155653745732,763,765,1528,+
chr22,29688521,2.8813528502591144,833,646,1479,+
chr22,29692313,1.901832833218511,1471,1259,2730,+
chr22,29695237,1.463834257064708,1213,886,2099,+
chr22,29695251,2.240125231714918,680,552,1232,+
chr22,29695628,2.7377651066239563,643,417,1060,+
chr22,29695702,2.415158924205379,897,408,1305,+
chr22,29695726,1.6502042830790438,1465,704,2169,+
chr22,29695730,1.7509833916083917,640,415,1055,+
chr22,29695734,2.479399255715045,1364,626,1990,+
chr22,29695745,1.9696976738449372,4291,2557,6848,+
chr22,29695746,2.2596796479949828,5210,3103,8313,+
chr22,29695747,0.0934164934164934,673,369,1042,+
chr22,29695748,2.0780533057398722,4701,2965,7666,+
chr22,29695774,2.558974358974359,997,524,1521,+
chr22,29695780,1.8255068153655516,2422,1344,3766,+
chr22,29695782,1.7864800337062874,3692,2083,5775,+
chr22,29695783,1.6025918906433176,4467,2809,7276,+
chr22,29695792,1.546672111065741,2123,1579,3702,+
chr22,29695814,1.9147577377196252,3357,2553,5910,+
chr22,29695820,1.5548472817255046,11957,8895,20852,+
chr22,29695823,3.130546295173089,13931,11027,24958,+
chr22,29695826,1.3884423980921132,6497,4337,10834,+
chr22,29695828,1.6735712464788035,18916,15946,34862,+
chr22,29695829,1.6843915457781127,15839,13919,29758,+
chr22,29696135,1.5535907614579574,737,488,1225,+
chr22,29696145,1.2809995289697738,1459,1195,2654,+
chr22,29696149,1.5354653439498762,918,814,1732,+
chr22,30163371,1.1858028681078145,782,698,1480,+
chr22,30163372,0.6891417555732225,850,793,1643,+
chr22,30163377,0.8777228887320631,582,544,1126,+
chr22,30163378,0.8777228887320631,582,544,1126,+
chr22,30163382,1.6484584060500294,658,572,1230,+
chr22,30163435,1.8662940461725397,892,822,1714,+
chr22,30163517,1.5894798807115273,2048,1349,3397,+
chr22,30163523,1.6968546637744035,1042,921,1963,+
chr22,30165834,1.7035714285714287,1241,965,2206,+
chr22,30824615,2.9570605187319883,661,346,1007,+
chr22,30824617,2.2127578747856256,879,537,1416,+
chr22,30824792,0.2801039025295318,646,436,1082,+
chr22,30824793,0.2801039025295318,646,436,1082,+
chr22,30824897,3.100522193211489,759,382,1141,+
chr22,30824899,2.383977432050173,961,580,1541,+
chr22,31303521,2.6479008535948036,664,460,1124,+
chr22,31373100,0.86959201008094,833,522,1355,+
chr22,31373831,1.9695526329781945,776,464,1240,+
chr22,31373835,2.702067414424967,821,527,1348,+
chr22,31373887,2.235053653551354,809,514,1323,+
chr22,31373892,0.3631032927379342,965,738,1703,+
chr22,31373914,1.6627694556083303,1109,781,1890,+
chr22,31373915,0.4085,816,479,1295,+
chr22,31373919,1.952610044512387,1315,966,2281,+
chr22,31373924,1.9704937575255719,3021,2426,5447,+
chr22,31373925,1.9704937575255719,3021,2426,5447,+
chr22,31374095,3.0453759674329177,714,503,1217,+
chr22,31795608,1.1463073440671732,747,584,1331,+
chr22,31795611,0.6180247805827453,1244,776,2020,+
chr22,31795626,1.983086240369422,1075,669,1744,+
chr22,31795640,2.6782429009465405,680,576,1256,+
chr22,31795647,1.5372395907264036,3047,2334,5381,+
chr22,31795651,1.784481523680685,5957,4649,10606,+
chr22,31795652,1.6175528579643739,5143,3803,8946,+
chr22,31795701,4.339244186046511,648,429,1077,+
chr22,31799014,2.3589601769911503,852,677,1529,+
chr22,31799015,2.1150306355729347,1733,1288,3021,+
chr22,31799017,1.865051903114187,881,611,1492,+
chr22,31799108,1.9426636568848763,661,442,1103,+
chr22,31799128,2.436501171958236,692,493,1185,+
chr22,31799129,0.9904827586206896,1168,874,2042,+
chr22,31799130,0.9904827586206896,1168,874,2042,+
chr22,31816311,1.7196029776674937,839,619,1458,+
chr22,31819362,6.785185185185186,686,404,1090,+
chr22,31819363,6.785185185185186,686,404,1090,+
chr22,31822620,1.8605421686746986,638,497,1135,+
chr22,31822698,1.8603228962818001,844,729,1573,+
chr22,31823072,1.9861351819757365,954,576,1530,+
chr22,31829895,2.1320443740095087,908,630,1538,+
chr22,31829906,0.4973840770431327,1439,1069,2508,+
chr22,31830057,2.019097736092632,1129,763,1892,+
chr22,31830072,2.1438097354967773,642,408,1050,+
chr22,31830106,0.4867407570422535,982,767,1749,+
chr22,32340794,2.2270740278208963,762,458,1220,+
chr22,32340797,2.0993856596641356,1840,1114,2954,+
chr22,32340798,2.389894736842105,902,474,1376,+
chr22,32352425,3.838637632607482,624,397,1021,+
chr22,32352461,0.980336744407425,844,763,1607,+
chr22,32352462,0.980336744407425,844,763,1607,+
chr22,32352463,0.4419404125286478,533,475,1008,+
chr22,32352756,2.180659986133529,596,455,1051,+
chr22,32352994,1.9101123595505616,611,444,1055,+
chr22,32353081,1.819906910132474,662,440,1102,+
chr22,32353082,1.7423076923076923,754,519,1273,+
chr22,32353285,1.825970548862115,681,497,1178,+
chr22,32879921,0.4647855526593369,1065,743,1808,+
chr22,32889186,1.361084823096817,821,598,1419,+
chr22,32889241,1.6634515506751744,1139,878,2017,+
chr22,32889242,1.710200333576957,1771,1385,3156,+
chr22,32889243,0.42375285924415534,2048,1460,3508,+
chr22,32889244,1.674988096047888,1215,963,2178,+
chr22,32889245,0.4676878294669955,2324,1640,3964,+
chr22,32889247,1.3131926555377262,3236,2599,5835,+
chr22,32889248,1.5112667976724707,2681,2171,4852,+
chr22,32889254,2.1034261241970023,892,933,1825,+
chr22,32889258,2.207850133809099,989,1120,2109,+
chr22,33255937,2.5870919912690833,786,482,1268,+
chr22,35661081,3.4470084357819935,649,514,1163,+
chr22,35691456,14.104544021292602,836,639,1475,+
chr22,35790133,7.813099443519001,930,1771,2701,+
chr22,35790134,7.813099443519001,930,1771,2701,+
chr22,35799202,0.47142660989002844,707,509,1216,+
chr22,35799299,3.5973124268686547,780,523,1303,+
chr22,35804418,1.0968525101881557,1011,606,1617,+
chr22,35804420,1.0968525101881557,1011,606,1617,+
chr22,35804470,2.0855683269476373,709,434,1143,+
chr22,35806789,0.6298292106817526,1078,705,1783,+
chr22,35806846,17.766831096874753,2099,1153,3252,+
chr22,35806847,18.249410645650478,2419,1380,3799,+
chr22,35806890,3.2797784875673996,773,525,1298,+
chr22,35806891,2.049036273253884,724,599,1323,+
chr22,35808621,1.6734877076724917,1002,652,1654,+
chr22,35808669,4.312854228066199,655,400,1055,+
chr22,35809949,1.82695374800638,631,417,1048,+
chr22,35811823,2.3079470198675494,696,452,1148,+
chr22,35812386,2.306292134831461,621,444,1065,+
chr22,35812388,2.306292134831461,621,444,1065,+
chr22,35812769,0.4148010671615821,595,465,1060,+
chr22,35813803,1.1002387504058426,822,699,1521,+
chr22,35813822,0.5277469478357381,633,423,1056,+
chr22,35815909,0.9596243087781698,1113,678,1791,+
chr22,35815911,0.9596243087781698,1113,678,1791,+
chr22,35820397,2.6143208424176105,627,380,1007,+
chr22,37425356,1.387649948794259,763,565,1328,+
chr22,37425366,0.4654151301821433,594,470,1064,+
chr22,37425367,0.4654151301821433,594,470,1064,+
chr22,37425762,3.570033327734819,602,416,1018,+
chr22,37425795,3.5413154655604333,726,482,1208,+
chr22,38062014,6.836250520617731,863,541,1404,+
chr22,38062015,7.686971637917916,979,642,1621,+
chr22,38062028,5.549888069450971,721,646,1367,+
chr22,38062499,1.5226880425510563,1034,718,1752,+
chr22,38062653,2.6,737,491,1228,+
chr22,38062655,2.6,737,491,1228,+
chr22,38071644,1.1174221441732373,3882,3127,7009,+
chr22,38071646,1.0871057087054103,9225,7618,16843,+
chr22,38073012,1.3702091452621343,1981,1512,3493,+
chr22,38073018,1.0003812017678242,5250,3805,9055,+
chr22,38074497,1.9140335895246232,1680,1170,2850,+
chr22,38074626,3.9709299194908088,4133,3179,7312,+
chr22,38074628,3.2752373813093456,1469,1333,2802,+
chr22,38074646,1.653846153846154,687,543,1230,+
chr22,38074648,0.6613100704009794,744,725,1469,+
chr22,38075653,0.49235257016713974,1248,1056,2304,+
chr22,38075669,0.6894626079175435,1862,1630,3492,+
chr22,38075670,1.6449400645458734,1678,1445,3123,+
chr22,38075706,1.728939043815763,1975,1536,3511,+
chr22,38153917,3.3235868596298044,845,387,1232,+
chr22,38153952,1.8229251148959176,612,410,1022,+
chr22,38153969,1.8423446540121915,2342,1286,3628,+
chr22,38153970,1.5509804521398636,1559,673,2232,+
chr22,38201466,2.0980473597219325,641,432,1073,+
chr22,38201607,2.2259191409344776,650,431,1081,+
chr22,38201665,1.0102586009422807,1989,1178,3167,+
chr22,38201666,1.854458753775294,1465,867,2332,+
chr22,38201667,1.231593940857287,3289,2000,5289,+
chr22,38201669,1.4461798413180216,3257,2040,5297,+
chr22,38201708,1.060093167888522,1776,1042,2818,+
chr22,38202408,38.06347733898754,822,685,1507,+
chr22,38202409,27.04294800830255,5260,4591,9851,+
chr22,38202410,27.04294800830255,5260,4591,9851,+
chr22,38202411,26.171670622968808,4989,4529,9518,+
chr22,38202421,0.3980291630601238,426,652,1078,+
chr22,38202458,4.314709245793523,4126,5550,9676,+
chr22,38202459,4.419144702872242,4884,6511,11395,+
chr22,38202460,4.419144702872242,4884,6511,11395,+
chr22,38202671,1.8928390693730146,700,459,1159,+
chr22,38202844,1.648763786764706,805,743,1548,+
chr22,38202903,7.907277286567636,1574,1212,2786,+
chr22,38203120,5.830354241143971,1195,180,1375,+
chr22,38203121,5.8267716535433065,924,126,1050,+
chr22,38203122,9.244286313396394,3383,519,3902,+
chr22,38203123,11.234603075793704,1594,261,1855,+
chr22,38203124,9.36230727922191,2193,337,2530,+
chr22,38203125,7.881226053639847,934,144,1078,+
chr22,38203129,28.262612853197695,3580,644,4224,+
chr22,38203130,31.487258444194083,3284,596,3880,+
chr22,38203131,20.578019443071344,1863,356,2219,+
chr22,38203133,21.589506010891906,3349,2605,5954,+
chr22,38203134,20.2266582370881,2885,2522,5407,+
chr22,38203137,0.43891936841115187,2002,3010,5012,+
chr22,38203138,1.3286524141181677,3764,6129,9893,+
chr22,38203139,0.8822984465580476,3661,6618,10279,+
chr22,38203140,0.9502205297128357,6455,10062,16517,+
chr22,38203141,0.9531665574966988,4617,7453,12070,+
chr22,38203142,0.9093969235735254,3514,5930,9444,+
chr22,38203177,0.6020932927712589,664,707,1371,+
chr22,38203236,0.3470067397911986,690,804,1494,+
chr22,38245422,1.1793409730647784,928,768,1696,+
chr22,38245424,1.1191221273380871,1430,1221,2651,+
chr22,38245425,1.8960849369608486,784,684,1468,+
chr22,38245427,0.5179228915951551,1300,1005,2305,+
chr22,38245429,0.4949029465158497,885,692,1577,+
chr22,38245444,0.5986842105263158,636,531,1167,+
chr22,38245445,1.2821646322282008,2132,1569,3701,+
chr22,38245454,0.6120986439963465,791,661,1452,+
chr22,38245461,0.6935901768615522,1047,806,1853,+
chr22,38245472,0.6647262647262647,1307,961,2268,+
chr22,38245473,1.5180825549103762,3206,2096,5302,+
chr22,38245475,1.5180825549103762,3206,2096,5302,+
chr22,38246041,1.7655780726053365,2181,1804,3985,+
chr22,38247425,1.3798619300314467,4222,2559,6781,+
chr22,38247487,1.333339574946166,2296,1941,4237,+
chr22,38259302,1.378025866543841,3277,2153,5430,+
chr22,38259303,1.4466962640146979,5747,4348,10095,+
chr22,38266267,1.2778687204808932,2180,1631,3811,+
chr22,38270400,1.7604715558931159,2839,2334,5173,+
chr22,38270424,0.8027073107724102,2177,1658,3835,+
chr22,38270508,1.650754030989714,3108,2778,5886,+
chr22,38271976,3.3989915966386555,1579,1189,2768,+
chr22,38271979,1.2058035143781587,3923,2792,6715,+
chr22,38273683,0.559770768210666,2675,1862,4537,+
chr22,38273690,1.3377367675694811,2674,1882,4556,+
chr22,38273755,1.7921881743634007,1660,1323,2983,+
chr22,38273791,1.4052808407994486,1874,1450,3324,+
chr22,38273807,1.4139772575947152,6349,4671,11020,+
chr22,38273932,2.064744668911336,1014,527,1541,+
chr22,38273939,1.9567587209302328,1076,601,1677,+
chr22,38273948,2.113412075530344,1264,756,2020,+
chr22,38273951,1.5726923076923078,1362,831,2193,+
chr22,38273963,2.256172839506173,1138,803,1941,+
chr22,38274041,1.7873552789169964,1330,933,2263,+
chr22,38274048,1.4680316091954022,1406,1007,2413,+
chr22,38274122,1.360136949727514,2061,1552,3613,+
chr22,38274167,1.3558246828143024,2350,1512,3862,+
chr22,38282781,1.3378219709278396,2968,2006,4974,+
chr22,38282811,1.6083452295979064,3956,2801,6757,+
chr22,38282832,1.372416769345093,9279,6380,15659,+
chr22,38349728,0.42913710608810424,764,550,1314,+
chr22,38349729,0.42913710608810424,764,550,1314,+
chr22,38349789,2.42923943124344,687,498,1185,+
chr22,38349791,2.42923943124344,687,498,1185,+
chr22,38355413,2.110543689320388,918,582,1500,+
chr22,38878612,2.2258081786732906,781,662,1443,+
chr22,38878637,2.0380380380380383,1017,998,2015,+
chr22,38878639,2.0380380380380383,1017,998,2015,+
chr22,38878909,2.5669604770721883,766,562,1328,+
chr22,39916566,0.8403151849767585,4918,2073,6991,+
chr22,39916567,0.9132123097073408,10682,4540,15222,+
chr22,39916568,0.9318377742732981,8513,3615,12128,+
chr22,39916569,0.8190844606961251,8137,3267,11404,+
chr22,39916570,2.1855591741309235,6959,2884,9843,+
chr22,39916572,2.068303329563861,7784,2989,10773,+
chr22,39916573,2.026051599462222,9827,4425,14252,+
chr22,39916588,1.804223433242507,1614,733,2347,+
chr22,39916594,1.8137478682933228,1893,1209,3102,+
chr22,39916615,1.8641611593279723,1950,1321,3271,+
chr22,39916640,3.1181945907973305,1339,875,2214,+
chr22,39916649,1.5132098937104217,3546,2104,5650,+
chr22,39916731,0.6393702451394759,2016,1091,3107,+
chr22,39917434,1.8536644165863068,1630,951,2581,+
chr22,39917447,1.5002685284640171,1811,930,2741,+
chr22,39917450,1.5845297481428156,4016,2345,6361,+
chr22,39917457,1.2681770284510012,2406,1611,4017,+
chr22,39917530,1.5098465643762506,4503,2997,7500,+
chr22,39917532,1.627210020285178,6922,4683,11605,+
chr22,39917533,1.4799460975854355,7047,4596,11643,+
chr22,39917604,1.5105952503690752,4764,3362,8126,+
chr22,39917612,1.5089289408816036,2658,1858,4516,+
chr22,39917663,1.0897781867793792,6242,4410,10652,+
chr22,39917796,1.0402796177565556,5401,4245,9646,+
chr22,39917813,1.3276798606749054,6012,4746,10758,+
chr22,39917927,1.491929339974965,3167,2926,6093,+
chr22,39917939,0.9839500975701876,3356,2443,5799,+
chr22,39917941,0.9839500975701876,3356,2443,5799,+
chr22,39917994,1.4824357686425387,9751,6866,16617,+
chr22,39917995,1.649376395962981,5015,3682,8697,+
chr22,39917997,0.7577919187349033,2844,1650,4494,+
chr22,39918029,1.466743014410065,4086,2975,7061,+
chr22,39918085,1.5188089628984198,4033,2816,6849,+
chr22,39918215,0.9302207278605984,7463,4941,12404,+
chr22,39918276,1.4180501968468007,5509,3409,8918,+
chr22,39918401,1.7860585197934598,1152,580,1732,+
chr22,39918413,1.8765469464622009,1360,707,2067,+
chr22,39918416,1.5398808053359685,1634,1011,2645,+
chr22,39918430,1.6035471873167988,6470,4262,10732,+
chr22,39918443,1.3269360269360269,2251,1319,3570,+
chr22,39918545,1.416196128896709,1518,1312,2830,+
chr22,39918564,1.5761903500172227,2258,1550,3808,+
chr22,39918590,1.1658597590227033,13216,9982,23198,+
chr22,39918592,1.4054447715853997,5678,4622,10300,+
chr22,40745860,0.6422050679644236,1561,1009,2570,+
chr22,40745862,0.6422050679644236,1561,1009,2570,+
chr22,40746001,2.211527854384997,593,517,1110,+
chr22,40750261,2.206281607665691,613,441,1054,+
chr22,40750299,1.0555750350631137,668,495,1163,+
chr22,40750300,1.0555750350631137,668,495,1163,+
chr22,40755291,0.3160851382560389,632,432,1064,+
chr22,40757623,3.469135802469136,561,485,1046,+
chr22,40760323,2.2503012566706833,1215,627,1842,+
chr22,40760325,2.2503012566706833,1215,627,1842,+
chr22,40760893,1.1694616371178077,1437,1079,2516,+
chr22,40760894,0.539467749210645,919,738,1657,+
chr22,40760950,1.961796231661366,682,526,1208,+
chr22,40761010,2.0307266709479816,955,652,1607,+
chr22,40761016,2.0606617647058822,1120,815,1935,+
chr22,40761020,1.4540023894862606,1216,929,2145,+
chr22,40800621,2.1677062032068113,732,569,1301,+
chr22,41347455,2.797420507246252,772,704,1476,+
chr22,41347463,1.9646142958244868,693,470,1163,+
chr22,41347473,1.4685838898732453,861,637,1498,+
chr22,41347476,0.6551606288448394,709,664,1373,+
chr22,41349559,1.9753231492361925,614,554,1168,+
chr22,41349624,1.564444444444445,879,749,1628,+
chr22,41360054,1.441678192715537,1120,722,1842,+
chr22,41755956,0.1929718765418563,439,628,1067,+
chr22,41755958,0.2843898428936792,478,643,1121,+
chr22,42017316,0.7252212389380531,1936,1299,3235,+
chr22,42017317,0.7252212389380531,1936,1299,3235,+
chr22,42017318,0.7252212389380531,1936,1299,3235,+
chr22,42017323,0.7980825180681614,922,802,1724,+
chr22,42017324,0.6460300679331857,1512,1064,2576,+
chr22,42032247,1.557227777205099,3295,2135,5430,+
chr22,42033716,1.537519290123457,1677,1295,2972,+
chr22,42033738,1.4635007849293562,2485,1567,4052,+
chr22,42042934,1.7010770975056688,810,503,1313,+
chr22,42042953,1.4623889555822331,1996,1189,3185,+
chr22,42043013,1.3654053805683828,1747,1318,3065,+
chr22,42046787,1.547534075271089,4044,2398,6442,+
chr22,42046788,1.547534075271089,4044,2398,6442,+
chr22,42046834,0.653631284916201,1169,894,2063,+
chr22,42049597,1.540023510971787,1738,1275,3013,+
chr22,42049598,1.5397405071904913,2661,1973,4634,+
chr22,42049600,1.523529411764706,1812,1359,3171,+
chr22,42049653,1.8875906785645504,1088,841,1929,+
chr22,42049670,1.318873946506641,1958,1398,3356,+
chr22,42054296,2.7640625,792,519,1311,+
chr22,42054347,1.7849529780564262,948,714,1662,+
chr22,42057352,1.872611464968153,1028,784,1812,+
chr22,42059712,1.788971183531553,4693,3134,7827,+
chr22,42059714,1.53194967074318,3520,2125,5645,+
chr22,42059772,1.5715265530080342,745,566,1311,+
chr22,42091666,1.6746064779231582,743,479,1222,+
chr22,42091680,3.264233276213967,747,501,1248,+
chr22,42262858,1.8690292604689567,975,621,1596,+
chr22,42263208,2.765545606797656,773,567,1340,+
chr22,42264788,2.74327924453498,603,470,1073,+
chr22,42266921,2.436807725078103,857,502,1359,+
chr22,42266923,2.436807725078103,857,502,1359,+
chr22,42271404,2.4633215962441315,729,425,1154,+
chr22,42271407,3.0980328926152856,738,442,1180,+
chr22,42271440,2.112574850299401,1763,1168,2931,+
chr22,42271441,2.112574850299401,1763,1168,2931,+
chr22,42271449,1.874230164081816,2110,1482,3592,+
chr22,42271451,1.874230164081816,2110,1482,3592,+
chr22,42271550,1.8422933375684905,2319,1798,4117,+
chr22,42271552,1.8422933375684905,2319,1798,4117,+
chr22,42271553,0.6295579609360826,1076,718,1794,+
chr22,42273985,1.683732057416268,620,569,1189,+
chr22,42273987,1.8128606862237273,1066,863,1929,+
chr22,42280851,0.6104536489151874,618,441,1059,+
chr22,42280853,1.9602044541803574,766,497,1263,+
chr22,42280876,1.6355351359493862,1009,780,1789,+
chr22,42280960,1.0815334496863713,911,549,1460,+
chr22,42280979,2.2720329010051437,796,566,1362,+
chr22,42289265,2.1749453644182344,935,649,1584,+
chr22,42290859,1.2950000748186328,621,477,1098,+
chr22,42299066,0.8323074081960744,595,482,1077,+
chr22,42301822,1.2318589801289197,692,515,1207,+
chr22,42301942,1.898469637997596,821,639,1460,+
chr22,42301980,3.4610643436500963,922,671,1593,+
chr22,42302280,5.184225339764796,997,290,1287,+
chr22,42302290,15.174492530328068,1185,483,1668,+
chr22,42302291,13.623869505458472,1505,613,2118,+
chr22,42302299,17.63714614234396,2702,2634,5336,+
chr22,42302300,17.63714614234396,2702,2634,5336,+
chr22,42302301,17.63714614234396,2702,2634,5336,+
chr22,42302357,0.49456807524676005,523,569,1092,+
chr22,42302483,5.565356301345629,965,789,1754,+
chr22,42302484,6.14241336482669,1342,1102,2444,+
chr22,42303206,2.2406876790830945,781,348,1129,+
chr22,42303207,2.71125787225855,2080,1102,3182,+
chr22,42303213,2.335180802870874,1250,737,1987,+
chr22,42303214,3.1109197876309365,1083,605,1688,+
chr22,42303216,3.491606714628297,727,416,1143,+
chr22,42303224,9.424951549055752,4462,3375,7837,+
chr22,42303225,7.173604968826789,6174,4873,11047,+
chr22,42303226,8.258068779042913,4439,3550,7989,+
chr22,42303227,5.378273595903357,4504,3678,8182,+
chr22,42478013,0.9517645437000275,1408,1169,2577,+
chr22,42478014,0.9517645437000275,1408,1169,2577,+
chr22,42478030,0.6296837267274286,1042,777,1819,+
chr22,43547564,0.634029362026404,1016,537,1553,+
chr22,43547568,2.0716906615366577,880,535,1415,+
chr22,43547583,2.02113327848622,781,491,1272,+
chr22,43555237,1.9622153725830678,864,643,1507,+
chr22,43555410,2.422322775263952,802,441,1243,+
chr22,43557081,2.5961538461538463,649,519,1168,+
chr22,43557099,0.5218003978779842,1258,753,2011,+
chr22,43557146,3.0568391866913123,629,540,1169,+
chr22,43557184,0.43809132044426163,638,560,1198,+
chr22,43557185,1.951830985915493,675,567,1242,+
chr22,43558822,1.4758227615370474,697,587,1284,+
chr22,43558869,2.0006349206349205,684,374,1058,+
chr22,43558896,1.8234101579172,742,425,1167,+
chr22,43558904,1.004516711833785,1667,901,2568,+
chr22,43558905,1.004516711833785,1667,901,2568,+
chr22,43558933,1.8786827551533436,1891,1169,3060,+
chr22,43558935,1.5306767025657262,2388,1677,4065,+
chr22,43559047,2.251344086021505,669,371,1040,+
chr22,43559048,2.828034682080925,926,691,1617,+
chr22,43559049,2.828034682080925,926,691,1617,+
chr22,43559090,1.3738909531401198,2485,1670,4155,+
chr22,43559091,1.2831392329945848,1673,1036,2709,+
chr22,43559164,0.6224690111615907,1073,848,1921,+
chr22,44041160,0.34733367561354206,788,578,1366,+
chr22,44368184,0.6801942567567568,766,639,1405,+
chr22,44489819,2.026769943504972,626,487,1113,+
chr22,44489842,2.396296296296296,646,377,1023,+
chr22,44489850,2.092106683943419,624,440,1064,+
chr22,44489857,1.9813279576107423,2539,1889,4428,+
chr22,44489858,1.6890221886508279,2403,1870,4273,+
chr22,44489861,1.697885471699961,5172,4016,9188,+
chr22,44489862,1.8533914706460004,3926,3068,6994,+
chr22,45577187,2.856363316317549,600,436,1036,+
chr22,45577200,1.9567635159279158,1243,902,2145,+
chr22,45577221,2.1316329522134274,660,378,1038,+
chr22,45898911,4.7436843854314885,663,394,1057,+
chr22,45914601,2.7840166943364832,2022,1442,3464,+
chr22,45914603,2.34280193236715,1298,1034,2332,+
chr22,45914606,2.12687265917603,648,533,1181,+
chr22,45914616,2.1478473581213304,812,510,1322,+
chr22,45921526,2.507395940832473,787,683,1470,+
chr22,45921528,1.8149707920119549,834,432,1266,+
chr22,45921546,0.6364091648929511,781,651,1432,+
chr22,45923736,0.6609195402298851,934,560,1494,+
chr22,45923783,1.8457378012933567,1001,728,1729,+
chr22,45923857,2.279464285714285,1701,1399,3100,+
chr22,45927187,1.355418187910644,2470,1869,4339,+
chr22,45928963,0.40882992605480645,722,604,1326,+
chr22,45929683,0.9324949032209123,4068,2767,6835,+
chr22,45929684,0.6742410687660285,2583,1655,4238,+
chr22,45929751,1.8076969501891045,1522,1155,2677,+
chr22,45938077,1.7402421307506053,1122,884,2006,+
chr22,45938102,1.451125,1221,749,1970,+
chr22,45944534,2.0341929875398432,519,492,1011,+
chr22,45944545,1.224506682230849,1873,1246,3119,+
chr22,45944548,1.8918283149971045,1024,627,1651,+
chr22,45944614,1.0930703143355915,3559,2599,6158,+
